sample_id,map_id,tx_id,ratio,sample_count,nmse,rmse_db,mae_db,time_sec,fig_path
s094_tx09,94,9,0.005,305,0.0024717627769336834,2.401113089279191,0.8091214773762112,1.3594487999998819,kriging_results\s094_tx09\map94_tx9_ratio0_0050.png
s094_tx09,94,9,0.01,609,0.0022086657880132973,2.2697302442810945,0.6257861272389709,1.9658964999998716,kriging_results\s094_tx09\map94_tx9_ratio0_0100.png
s094_tx09,94,9,0.02,1218,0.0015930875755541913,1.9276538730215698,0.4633588672324491,3.570334900000489,kriging_results\s094_tx09\map94_tx9_ratio0_0200.png
s094_tx12,94,12,0.005,305,0.003614536919506925,2.4508882098063807,0.9930051028927209,1.489195899999686,kriging_results\s094_tx12\map94_tx12_ratio0_0050.png
s094_tx12,94,12,0.01,609,0.0026279968259939252,2.0898233777070216,0.7028229000600225,2.506396499999937,kriging_results\s094_tx12\map94_tx12_ratio0_0100.png
s094_tx12,94,12,0.02,1218,0.0018205695525871908,1.7394053602792625,0.4904584262351759,3.6295280000003913,kriging_results\s094_tx12\map94_tx12_ratio0_0200.png
s094_tx15,94,15,0.005,305,0.0029885372311351894,2.6790534668048664,0.9260315247649623,1.5350993000001836,kriging_results\s094_tx15\map94_tx15_ratio0_0050.png
s094_tx15,94,15,0.01,609,0.002630938046219258,2.513664693699643,0.6907731554814304,2.3031220000002577,kriging_results\s094_tx15\map94_tx15_ratio0_0100.png
s094_tx15,94,15,0.02,1218,0.001663277986320808,1.9986394804812768,0.46510264644315497,4.1594829999994545,kriging_results\s094_tx15\map94_tx15_ratio0_0200.png
s094_tx17,94,17,0.005,305,0.0024496988579624577,2.3620640190091207,0.8187539767280779,1.4562135999995007,kriging_results\s094_tx17\map94_tx17_ratio0_0050.png
s094_tx17,94,17,0.01,609,0.0023210724372825066,2.299215527474884,0.6286158784043115,2.508282199999485,kriging_results\s094_tx17\map94_tx17_ratio0_0100.png
s094_tx17,94,17,0.02,1218,0.0015720160587313354,1.8921859744371716,0.42959408900489776,4.067833200000678,kriging_results\s094_tx17\map94_tx17_ratio0_0200.png
s094_tx19,94,19,0.005,305,0.002909800566346276,2.639089122266961,1.002527458883474,1.5694608000003427,kriging_results\s094_tx19\map94_tx19_ratio0_0050.png
s094_tx19,94,19,0.01,609,0.0024295043948181446,2.411466748477326,0.6591221523396119,2.515727500000139,kriging_results\s094_tx19\map94_tx19_ratio0_0100.png
s094_tx19,94,19,0.02,1218,0.001754957747305515,2.0495370042507566,0.5113013328900466,4.0920238000007885,kriging_results\s094_tx19\map94_tx19_ratio0_0200.png
s094_tx23,94,23,0.005,305,0.002605176202252615,2.4493950185862534,0.8368102358470132,1.5846510999999737,kriging_results\s094_tx23\map94_tx23_ratio0_0050.png
s094_tx23,94,23,0.01,609,0.002400114485177068,2.351019736879639,0.6674603004185536,2.406395699999848,kriging_results\s094_tx23\map94_tx23_ratio0_0100.png
s094_tx23,94,23,0.02,1218,0.001588110619157088,1.9124084755219368,0.46241982343003546,4.016180700000405,kriging_results\s094_tx23\map94_tx23_ratio0_0200.png
s094_tx24,94,24,0.005,305,0.002740551622996569,2.464389944049239,0.8424804456689733,1.5086215999999695,kriging_results\s094_tx24\map94_tx24_ratio0_0050.png
